Rot 1,Rot 2,Rot 3,Trans X,Trans Y,Trans Z,Score_6D_pose,Score_Yolo,Name,Trans X icp,Trans Y icp,Trans Z icp,Rot 1 icp,Rot 2 icp,Rot 3 icp,RMSE icp,Trans X cam,Trans Y cam,Trans Z cam,N points icp,icp,gripping_result,Alone
0.04837087234,-0.16406481,0.4461652852,0.4045296303,-0.1046054546,0.2569740365,0.9829753041,0.9252929688,horse,0.390699743,-0.1089586089,0.2680541742,-0.0009145520445,-0.06757001668,-0.3500530722,0.005588469533,0.09322110564,0.05644863099,0.3389575481,2054,TRUE,TRUE,TRUE
0.1134855367,0.1502520521,-0.8648936235,0.406954131,-0.1093155187,0.248877493,0.7391512394,0.9262695313,horse,0.3834411545,-0.1133485,0.2677676271,-0.04699663484,-0.09973290876,-0.9155578196,0.006363243999,0.09935934097,0.0631307438,0.3426428437,1190,TRUE,TRUE,TRUE
0.1151476126,0.2035603406,-0.8255085845,0.4306140084,0.0118523834,0.2607253749,0.7225961089,0.9067382813,horse,0.4243797878,0.006984109909,0.263730837,0.01550906803,-0.05521722218,-0.5876070128,0.006411102944,0.008855479769,0.06129884347,0.361405611,1114,TRUE,TRUE,TRUE
0.05383395934,0.09751388644,-0.9635078508,0.4428649827,-0.04526807596,0.2519822956,0.8412728906,0.9248046875,horse,0.4287981099,-0.05024955674,0.2646162043,-0.04052171271,-0.01780495212,-0.9958661936,0.006286127021,0.06487500668,0.02729248814,0.3968872428,1185,TRUE,TRUE,TRUE
0.1073839448,0.1036665061,-0.9887943438,0.4966113472,-0.1007904645,0.2678569317,0.7345234156,0.9111328125,horse,0.4958712588,-0.09913138499,0.2664018072,-0.005564991978,-0.01039118004,-0.9008117286,0.005156762721,0.1376250833,0.04945620894,0.3955622017,1325,TRUE,TRUE,TRUE
0.1447856688,0.1094747077,-0.9799251207,0.4937188853,-0.004885379253,0.271008434,0.7126174569,0.9086914063,horse,0.5071288563,0.00551538805,0.2616649678,0.005490911221,-0.01692983272,-0.9496937474,0.006481404211,0.05682872981,-0.02370525897,0.4405741394,764,TRUE,TRUE,TRUE
0.0816434182,-0.170610075,-0.9626383853,0.4302613332,0.1122444048,0.2776045422,0.8329518437,0.9213867188,horse,0.4245503256,0.1190729137,0.2847665685,0.01588897527,-0.06344887829,-0.9797686375,0.006344097044,0.04936637357,0.06946153939,0.3347534537,1274,TRUE,TRUE,TRUE
0.05856494923,0.175373639,-0.6785204635,0.4254672726,-0.08349546211,0.2561233372,0.9605981708,0.9252929688,horse,0.4117959278,-0.08374259331,0.2680461147,-0.03236739412,-0.08814704113,-0.4028704448,0.005725416206,0.08573822677,0.09106452763,0.3629302084,1505,TRUE,TRUE,TRUE
-0.01842143281,0.03631987589,0.5315974256,0.4088075,0.1590796688,0.2346494157,0.8811974525,0.9047851563,horse,0.3938504144,0.1301565383,0.261215024,-0.001696623422,-0.07594651461,-0.3834130454,0.006618018809,-0.1727578491,0.05772115663,0.4349408746,998,TRUE,TRUE,TRUE
0.08271273417,0.01098306272,-0.9455426285,0.496864832,-0.09983308028,0.2722216098,0.8193828464,0.9189453125,horse,0.5101193913,-0.09670247515,0.2618375454,-0.02353492339,-0.07885074279,-0.9952514692,0.007729689296,0.1376021504,-0.004240181763,0.3947722316,740,TRUE,TRUE,TRUE
0.04242707932,-0.1646743709,0.4182244618,0.5416390055,0.003352863171,0.258140444,0.7352636456,0.90625,horse,0.5313783261,0.003236584706,0.2620256435,0.03223199664,0.01234068798,0.2593620345,0.006779041727,0.07759297639,-0.03959630057,0.4837609828,537,TRUE,FALSE,TRUE
0.08330433192,0.03049118897,-0.9728848249,0.4576319556,0.07671708069,0.2661672883,0.8481612802,0.8974609375,horse,0.4601694318,0.08263120735,0.2643141233,-0.08546528914,-0.09254892394,-0.9917018739,0.006144873928,-0.03110675514,0.02941684797,0.4587585032,717,TRUE,FALSE,TRUE
0.07099715662,-0.1413519423,0.2859138082,0.4530991137,-0.07607603267,0.2555894882,0.8579362631,0.9125976563,horse,0.4398853173,-0.07652776514,0.263841389,0.02105265088,0.05657430382,0.2460180785,0.005834545169,0.09614048153,0.02609546296,0.3863446116,1365,TRUE,TRUE,TRUE
0.0403881839,-0.1171388833,0.3805014989,0.4179973225,0.08515034184,0.2553230744,0.966932416,0.9140625,horse,0.4107679655,0.08170168193,0.265151844,-0.02147279818,-0.09629872797,-0.3570321695,0.006235906689,-0.05880431458,0.0554533489,0.392744422,1208,TRUE,TRUE,TRUE
0.1211675612,-0.04043693046,-0.4832542946,0.5151654424,-0.09640080454,0.2548039092,0.7565768957,0.9077148438,horse,0.5027646875,-0.09609048791,0.2670245214,0.01726797313,-0.01632218589,-0.2421052082,0.005822815896,0.1459703445,0.04829457775,0.3670178652,1218,TRUE,TRUE,TRUE
0.1140207277,0.1160892216,-0.9535968467,0.4109056356,0.1009117545,0.2595795858,0.8702436686,0.8969726563,horse,0.4092859659,0.0999173697,0.2627248423,-0.06498301369,-0.0325065308,-0.9957833451,0.006548881995,-0.07593218982,0.05212805048,0.3934440315,989,TRUE,TRUE,TRUE
0.0960082922,0.06975742833,-0.9922906834,0.4853402093,-0.0854350759,0.2597077744,0.8811491728,0.9033203125,horse,0.4736810812,-0.08544659116,0.2675848626,-0.05167038133,0.0160438586,-0.9677043221,0.006072645716,0.1203159466,0.05860772729,0.4000423849,1259,TRUE,TRUE,TRUE
0.01433441618,-0.1662067503,0.5086099857,0.4160818387,0.05488713127,0.2590047738,0.7440081835,0.9091796875,horse,0.4119152513,0.05900405663,0.2627073367,0.05001384952,0.04788780538,0.2897809934,0.005729160106,-0.0338752158,0.01197332889,0.4249489605,1029,TRUE,TRUE,TRUE
0.01271374717,-0.1980515928,0.6508753589,0.3964802287,0.03541141199,0.2572093625,0.7186094522,0.9145507813,horse,0.3858688946,0.03003365403,0.2643218772,0.002507342948,0.07762064975,0.1899923356,0.005530917773,-0.02751850523,0.02830418013,0.4032121897,1201,TRUE,FALSE,TRUE
0.1437208271,0.02024963734,-0.8395212839,0.4721778403,-0.04200764444,0.2561278215,0.8093292713,0.9047851563,horse,0.4596280909,-0.04599748872,0.2639547078,-0.1011304166,-0.03968842119,-0.9304850725,0.006000755245,0.0781468004,0.0088205887,0.416018486,1173,TRUE,TRUE,TRUE
0.08569832838,0.07789537877,-0.9020744725,0.3939444991,0.1232598111,0.2414545929,0.8064367175,0.8896484375,horse,0.3772477191,0.1050030968,0.2626327448,-0.004415110925,0.08801071724,-0.8612837726,0.006473243646,-0.102072835,0.07071316242,0.4031388164,1090,TRUE,FALSE,TRUE
0.07599890439,0.09768641984,-0.9492991303,0.5103093091,-0.05675182708,0.2581392851,0.8108611703,0.908203125,horse,0.4996760871,-0.06022614843,0.2653379297,-0.01072893395,-0.04078423424,-0.9714436965,0.006040946482,0.1099336147,0.039290905,0.381677568,1434,TRUE,TRUE,TRUE
0.1170911221,-0.1175757783,0.3342076997,0.5664899833,-0.1210493009,0.2539493463,0.9136831164,0.8837890625,horse,0.5375351213,-0.1226326323,0.2703697745,0.03403568721,0.04021220724,0.129839715,0.007917943897,0.1953833103,-0.01926597767,0.4408292174,599,TRUE,FALSE,TRUE
0.08734727,0.02193145816,-0.99517292,0.4412871389,0.1039021445,0.2514831854,0.7783002257,0.9038085938,horse,0.4295973341,0.09721101114,0.2599874328,-0.09344817821,-0.07593781622,-0.9575770423,0.00587621479,-0.06007042527,-0.006111570634,0.4704833329,933,TRUE,TRUE,TRUE
-0.01439579797,-0.03044757937,0.5461101397,0.4112086061,0.07129189652,0.2436378974,0.8513008356,0.9145507813,horse,0.3976839676,0.06013078611,0.2636123374,-0.007551530551,-0.06816105229,-0.4644121033,0.005310469771,-0.04916818067,0.0722906664,0.4375307858,1266,TRUE,TRUE,TRUE
0.0242897781,-0.01291356067,0.2974258004,0.4276422059,-0.005389901589,0.2512151212,0.8598254919,0.9077148438,horse,0.4169437069,-0.006752688354,0.2626223748,0.01675132659,0.02820439551,0.2256853354,0.005417022338,0.02407075651,0.02679965831,0.4070204496,1570,TRUE,TRUE,TRUE
0.1083239656,-0.008125011707,-0.8854010497,0.5083661565,-0.02194697548,0.2470586839,0.8961007595,0.9047851563,horse,0.491083665,-0.03319132585,0.2630742288,-0.03262459231,-0.0607234641,-0.8650256932,0.005479388321,0.0313333571,0.03864397854,0.4038211107,1329,FALSE,FALSE,TRUE
0.1868100416,-0.006607998014,-0.8695154804,0.4718200612,-0.09237725186,0.2588299533,0.8037363291,0.9077148438,horse,0.4621098485,-0.09351094083,0.2675054337,-0.06229261164,-0.04407580582,-0.9084567082,0.005827194366,0.1186204925,0.06746194512,0.3879865706,1304,FALSE,TRUE,TRUE
0.0468323596,-0.007197468993,-0.9347712088,0.3873238512,0.03467206583,0.2538571601,0.8932857513,0.9135742188,horse,0.3802265554,0.03081950048,0.2643139453,-0.08401245849,-0.03128532861,-0.9708737054,0.005988703726,-0.03253797069,0.0845920071,0.3975933194,1979,FALSE,TRUE,TRUE
0.01281809017,-0.05924786966,0.6881383861,0.3781443686,0.1191900222,0.2505186005,0.8702847958,0.92578125,horse,0.3687037322,0.1113329271,0.2586708376,-0.0169666842,-0.08776362353,-0.456002388,0.005286247927,-0.1072416604,0.02397344448,0.4364100695,2054,FALSE,TRUE,TRUE
-0.01420702482,-0.119174589,0.663885561,0.4684501526,-0.04004114897,0.2479423241,0.8488719463,0.9169921875,horse,0.4507489172,-0.04571231732,0.2644634839,0.01663209904,-0.06586518173,-0.3861591781,0.005826317637,0.0745786503,0.06448706985,0.3675569296,1609,FALSE,TRUE,TRUE
0.05804890025,-0.04315255961,-0.4431172952,0.3930214784,0.08295127972,0.2384730784,0.8383234143,0.90234375,horse,0.3815301818,0.0601748205,0.2628493239,-0.02955947369,-0.0008780518778,-0.6711045479,0.006632350813,-0.1190668941,0.08095252514,0.3837864101,1082,FALSE,TRUE,TRUE
0.04787448182,0.05261302494,-0.9633622475,0.4936997376,-0.05454210142,0.2492366133,0.9178709984,0.9057617188,horse,0.4751420896,-0.05805770571,0.2659716547,-0.07198814963,-0.03602971568,-0.9962492777,0.006475409457,0.09969067574,0.05449632183,0.3767855763,1342,FALSE,TRUE,TRUE
0.05544416057,-0.03717444357,0.6574784781,0.4144806112,-0.07094288466,0.2410574723,0.9209157825,0.9233398438,horse,0.3904242155,-0.07810870862,0.2667935017,-0.02187731677,-0.067052641,-0.3555689638,0.006049674586,0.07221473753,0.05726844072,0.3711441755,1494,FALSE,TRUE,TRUE
0.02898734277,-0.06766446815,0.4763117861,0.4580426411,0.0564880197,0.2511881016,0.7887525558,0.908203125,horse,0.4434637753,0.05081021608,0.26327749,0.01828237185,0.06076700349,0.2094241969,0.006186745134,-0.01116962545,-0.002726798179,0.4583408535,812,FALSE,FALSE,TRUE
0.09012510208,0.09145729997,-0.9822949745,0.4777126181,-0.07733147202,0.2512136954,0.9082093239,0.9033203125,horse,0.4601754347,-0.0796921719,0.2678205117,-0.05329273299,0.01031850729,-0.8784886765,0.005870308751,0.1096889302,0.06745208055,0.4036124647,1162,FALSE,FALSE,TRUE
-0.02246391701,-0.01197099169,-0.172484268,0.3957691261,0.08360779117,0.2695614566,0.9944777489,0.921875,horse,0.389332339,0.1053697425,0.2838169482,-0.06412500831,0.02076346689,0.3594189375,0.007027060815,0.0945841223,0.07463174313,0.3344683051,1125,FALSE,FALSE,TRUE
0.0334473547,-0.09062765843,0.6251864857,0.4094916406,0.0472834812,0.2481263466,0.8438934088,0.9116210938,horse,0.3946483387,0.03830319072,0.2628140858,0.02174078143,0.05740973401,0.2369875516,0.005821511448,-0.02956703678,0.02592629567,0.4227266312,1072,FALSE,FALSE,TRUE
0.05799060199,0.03763987893,0.6058719757,0.4070722863,-0.08048907732,0.2491213535,0.9205300212,0.921875,horse,0.3896002889,-0.08452951858,0.2686395654,-0.04017622123,-0.110481028,-0.4086076519,0.006367982605,0.07589314878,0.05641331151,0.3569129109,1473,FALSE,TRUE,TRUE
0.02551087676,0.001194773479,0.500956304,0.4061407527,0.06198430625,0.2388251877,0.915368557,0.9184570313,horse,0.3820237013,0.04660257158,0.2644047823,-0.04762496314,-0.1155578322,-0.4261065096,0.006299760214,-0.04263501614,0.03246136755,0.4330754578,1054,FALSE,FALSE,TRUE
0.03959959284,-0.02146207562,-0.9054004976,0.5022795039,0.007855792545,0.2360563574,0.9240875244,0.90234375,horse,0.4736897827,-0.009952330463,0.263746853,-0.07749371061,-0.01424423338,-0.8682064685,0.006126855922,0.003222367028,0.04389248416,0.4208258688,1197,FALSE,FALSE,TRUE
0.03364316118,-0.1951227134,0.5712858954,0.3984115264,0.02846321353,0.2555138674,0.7869371176,0.9174804688,horse,0.3875979046,0.02435022041,0.2637828287,-0.04599252282,-0.06984375603,-0.4101958742,0.005514643552,-0.02115247585,0.02985931002,0.401982069,1224,FALSE,FALSE,TRUE
0.1378926801,0.1279593725,-0.9430224626,0.4187783347,-0.06720504887,0.2573617946,0.9703421593,0.9111328125,horse,0.4047643645,-0.06919943128,0.2674164275,-0.08072980865,-0.02352393533,-0.9877216252,0.005902981663,0.06922327727,0.08991282433,0.3658591509,1550,FALSE,TRUE,TRUE
0.07806297736,0.1379059051,-0.8492966884,0.4572894061,-0.08512094894,0.2524775484,0.969486177,0.9125976563,horse,0.4410962634,-0.08839740321,0.2674264291,-0.02278629116,-0.1240869881,-0.6273897086,0.006173223641,0.1051558778,0.07712073624,0.3353277445,1313,FALSE,FALSE,TRUE
0.1153912039,0.02808682967,-0.9857586043,0.374077886,0.05199540681,0.2574504798,0.9518754482,0.9145507813,horse,0.3667005496,0.04778928611,0.258557621,-0.0120807598,0.004653325743,-0.9608029728,0.005023906488,-0.05389006436,0.03580522165,0.3963615596,3597,FALSE,TRUE,TRUE
0.06580957724,0.04002207253,-0.9861040852,0.4534575204,0.05277311735,0.2588692704,0.7707811594,0.91015625,horse,0.4539578786,0.05575560452,0.2599736572,-0.1160028221,-0.05765187137,-0.979772578,0.005851324477,-0.01134942193,-0.005904711783,0.4492145479,941,FALSE,TRUE,TRUE
0.07196980246,0.06142980475,-0.9428056171,0.457696515,-0.07092718754,0.2503573884,0.8349133134,0.919921875,horse,0.4397397448,-0.07463570948,0.2650864885,-0.07051105538,0.01374635452,-0.9197323017,0.00571943552,0.09508637339,0.02741350047,0.3948860168,1388,FALSE,TRUE,TRUE
0.1441505271,0.1467899105,-0.8922041948,0.4014927025,-0.06163222613,0.261001065,0.7972378731,0.919921875,horse,0.3931192845,-0.06221575215,0.2659823169,-0.005757606834,0.006333054598,-0.9971197787,0.00610462117,0.05547239259,0.04516587034,0.3561450839,1427,FALSE,TRUE,TRUE
0.03146261879,-0.1385853532,0.5261326173,0.383725344,0.1431192444,0.2593615055,0.7829983234,0.9140625,horse,0.3792377841,0.1375752118,0.2594988561,0.01436876594,-0.05327537417,-0.4148888336,0.006157159639,-0.1246380508,0.008141078986,0.447237283,1049,FALSE,TRUE,TRUE
0.02817185537,-0.1004694993,0.4418127863,0.4264416137,-0.07941031721,0.252441916,0.9540506601,0.916015625,horse,0.4102909902,-0.08147596781,0.266736473,-0.006849202767,-0.1094596968,-0.304775784,0.006244124354,0.0850065425,0.04358131811,0.3686230183,1615,FALSE,TRUE,TRUE
0.09133381156,0.1477885237,-0.9596221024,0.4305577363,0.03951644681,0.256197708,0.7350453138,0.9018554688,horse,0.4234308099,0.03204481508,0.2638028671,-0.07577958023,-0.04842224429,-0.9829163041,0.006630664821,-0.01358224172,0.05919702351,0.3778067827,1117,FALSE,TRUE,TRUE
0.09517360882,0.2035926758,-0.7594713589,0.4768870854,-0.05886340269,0.2584757509,0.7398641109,0.8818359375,horse,0.4675798682,-0.0603128496,0.2629446225,-0.05437349345,-0.2076581237,-0.5666667257,0.006825553013,0.09426921606,0.008269806392,0.4093266129,801,FALSE,TRUE,TRUE
0.04361879771,0.08387846143,-0.9735220278,0.3630129691,0.1161943806,0.255647499,0.7279551625,0.9038085938,horse,0.3610950212,0.1119674878,0.2581268517,-0.06295523399,-0.08176485388,-0.9599958611,0.006015249843,-0.1133866161,0.02815226093,0.4219033718,1425,FALSE,TRUE,TRUE
0.01264379511,0.01082370277,0.3248994658,0.4173181135,-0.03880038287,0.26355277,0.9609827995,0.9252929688,queen,0.4062927783,-0.04318387042,0.2631835396,0.001487575786,-0.03542776367,-0.3481757439,0.006591693579,0.04516846972,0.02968955891,0.3766183463,952,FALSE,TRUE,TRUE
0.04531469238,0.02031796258,0.1728396869,0.503422103,-0.09593345976,0.2685906715,0.74464643,0.9296875,queen,0.4855245779,-0.09364768714,0.2643390474,-0.00544457465,0.01593218463,0.2454293621,0.006920187763,0.1389984103,-0.005233664877,0.4029190806,869,FALSE,FALSE,TRUE
-0.01684152183,-0.05899700473,0.3378365508,0.3899692128,0.04030181753,0.2701385514,0.784207046,0.9272460938,queen,0.3934994008,0.04181473237,0.2641902972,-0.03468453109,-0.005278698318,-0.3476011201,0.006791724192,-0.03745846441,0.06900058001,0.3932678423,1080,FALSE,TRUE,TRUE
0.02491653714,-0.005727688807,0.1603136053,0.4878053088,-0.02555592449,0.266351873,0.8387316465,0.9106445313,queen,0.4783074496,-0.02679678961,0.2631171207,-0.01939410664,-0.01283235596,0.2064406221,0.006206643332,0.07033680338,0.03588828575,0.3779330349,1127,FALSE,TRUE,TRUE
-0.09343194998,0.02575299101,0.5140311502,0.4715542911,0.15210537,0.260844854,0.7203757763,0.927734375,queen,0.4700504363,0.1413231586,0.2596435115,-0.03277773058,0.07990878059,-0.4453601236,0.007430589773,-0.0848872367,-0.03985885713,0.5097636386,404,FALSE,TRUE,TRUE
-0.009795810028,-0.02254093008,0.3181347462,0.3687876629,0.1031270591,0.2661917068,0.9658871293,0.9272460938,queen,0.3712856704,0.09791272141,0.2623808923,-0.02034402707,-0.04198852484,-0.3306742302,0.00693786099,-0.1018478436,0.06747886372,0.3623038512,1173,FALSE,FALSE,TRUE
-0.01393977217,-0.01185704375,0.3077980812,0.4529061131,0.03320924419,0.2626249141,0.7422673106,0.9233398438,queen,0.4462851996,0.02713543803,0.2624144429,0.0001945807184,0.03226499456,-0.2875783859,0.005951503181,0.003576285731,0.04516787526,0.436085507,917,FALSE,FALSE,TRUE
-0.009289033671,-0.04052269209,0.12435398,0.4627114503,-0.02315454279,0.2655507588,0.7988340855,0.9174804688,queen,0.4596941651,-0.0243485728,0.2627702697,-0.01016515652,-0.03197233691,0.1335133536,0.005531703434,0.05528864086,0.05043461242,0.4126991788,1084,FALSE,TRUE,TRUE
0.03326748112,-0.03428332654,0.0312748172,0.3673907272,-0.08662104357,0.2730028854,0.9961423278,0.9331054688,queen,0.3834873898,-0.07301843843,0.2490790726,0.08978074946,-0.164456505,0.06000431957,0.009746891457,0.05696241586,0.05778485602,0.3140977276,930,FALSE,TRUE,TRUE
-0.04573369696,0.004977380093,0.5858817501,0.392914309,0.1565724575,0.2604570404,0.735425055,0.90625,queen,0.3917975413,0.1383143905,0.2596243148,-0.007085029127,-0.007624845533,-0.5900060142,0.00691594343,-0.1319515945,0.0472500045,0.408687906,934,FALSE,TRUE,TRUE
-0.0001737189387,-0.01994640932,0.2993229126,0.4800368814,-0.01619663382,0.258658032,0.959528923,0.9169921875,queen,0.4697195658,-0.02704755539,0.2602602842,0.01132381788,-0.001525501681,-0.331862907,0.005938064249,0.009475517055,0.04222049485,0.3811829621,1384,FALSE,TRUE,TRUE
-0.03309700326,0.002258990557,0.5293415525,0.3924482416,0.148844822,0.2609664697,0.946877718,0.9204101563,queen,0.3959647812,0.1361455017,0.2559588679,-0.08590090677,0.07346258842,-0.5269918046,0.008916293637,-0.1747428577,0.04744012039,0.4047162507,774,FALSE,FALSE,TRUE
-0.009548780117,-0.002676637326,0.4031019684,0.463733749,0.188333503,0.2681969588,0.7684589624,0.87890625,queen,0.4876432588,0.1828099766,0.24808397,0.0976032515,0.1297858101,-0.2789545882,0.009644055323,-0.119862244,-0.05043583346,0.5184228739,44,FALSE,FALSE,TRUE
-0.04673774166,-0.1379720346,-0.4552944091,0.4905045083,0.1081443572,0.291602232,0.9199428558,0.9189453125,queen,0.5043322713,0.09770973213,0.2838821651,-0.009617816924,0.08395494199,0.3832247982,0.007716677742,0.006703033081,0.04470855431,0.3722387949,562,FALSE,FALSE,TRUE
0.02959322511,-0.06556494996,0.1298373219,0.4925450292,0.0002973860218,0.2727046959,0.7451212406,0.9125976563,queen,0.5022406525,-0.029041937,0.2590157675,-0.7168297158,-0.05125399955,0.05851607012,0.01085168438,0.0507583896,0.02222632107,0.3901595704,245,FALSE,FALSE,TRUE
0.03179307257,-0.06360205142,0.06540079628,0.4144997342,-0.00853498101,0.2710247935,0.9667485952,0.91796875,queen,0.4226961021,-0.006246164472,0.2632447082,-0.01210513221,-0.01876091782,0.09191513148,0.006213635556,0.01575107335,0.06558649654,0.3348596654,1379,FALSE,FALSE,TRUE
0.01945348326,-0.04393430813,0.1159664339,0.3740249812,-0.06110210732,0.2760908827,0.993172884,0.9296875,queen,0.3859078705,-0.05483925029,0.2644407404,-0.01556468814,0.05748930771,0.1552458933,0.01053716278,0.03903326869,0.04635386461,0.3295715762,320,FALSE,TRUE,TRUE
-0.04111930619,-0.06553221257,0.2678092702,0.3654775989,0.03766617235,0.2710699925,0.9725451469,0.9311523438,queen,0.3691130388,0.04005432894,0.263722217,0.02948669221,0.01511124485,0.2735354267,0.005791951982,-0.04920888375,0.08201141403,0.3748966238,1228,FALSE,FALSE,TRUE
-0.02613761535,0.007857212926,0.4465847432,0.4265156956,0.1087358631,0.2582386635,0.8705228567,0.919921875,queen,0.4221192009,0.09119950139,0.2582759741,0.0002635036636,-0.0369599348,-0.4265997796,0.007064751573,-0.12344445,0.04081221129,0.4081583488,1010,FALSE,TRUE,TRUE
0.09373841115,-0.01611615014,0.2659108988,0.5050201305,-0.08836789641,0.2712057606,0.7151578069,0.9155273438,queen,0.4985782835,-0.08264377296,0.2642316923,0.01209675174,0.02564913607,-0.3246242046,0.00741311558,0.1330783971,-0.009961486145,0.406434909,676,FALSE,TRUE,TRUE
-0.02419941113,-0.0233247915,0.3198602456,0.3787495592,0.02305943558,0.266971675,0.9607564807,0.9213867188,queen,0.3748547453,0.01711905329,0.2614967918,0.01533923607,-0.03499440745,-0.3339906776,0.00653794113,-0.02775091086,0.03216917565,0.3798254012,1083,FALSE,TRUE,TRUE
0.02229171752,-0.01830406552,0.2423769116,0.4335944312,-0.04456769435,0.2665484132,0.9722948074,0.9204101563,queen,0.4252442617,-0.04775180466,0.2617946417,0.01215237762,-0.01244027684,-0.2925673236,0.006143361232,0.05817327362,0.01967644012,0.3829905421,1127,FALSE,TRUE,TRUE
